0 1.42198 1.27487 
1 0.417262 2.3314 
2 1.21151 1.79108 
3 0.618744 2.15748 
4 0.852241 2.77897 
5 1.59528 1.14806 
6 0.887982 2.43783 
7 1.33445 1.04201 
8 1.73267 1.47434 
9 1.24222 1.70449 
10 1.54755 1.86341 
11 0.915967 2.17841 
12 1.51851 1.46525 
13 1.25204 1.04569 
14 1.18564 2.37341 
15 0.502117 2.40642 
16 0.510709 2.53793 
17 0.66282 2.71309 
18 0.901768 2.49734 
19 0.438709 2.45628 
20 1.09753 1.49208 
21 1.57309 1.08944 
22 1.10633 2.05068 
23 0.578825 2.45033 
24 1.29147 1.67772 
25 0.952671 1.89686 
26 1.43642 1.04078 
27 1.50408 1.89693 
28 0.788056 1.7164 
29 0.662296 2.30162 
30 1.59002 1.17161 
31 1.23247 1.82263 
32 0.874421 1.96048 
33 0.66248 2.36802 
34 1.27498 1.71742 
35 0.588888 2.92085 
36 1.0739 2.27993 
37 0.5887 2.91488 
38 1.25281 2.16303 
39 1.10248 2.41994 
40 1.24588 1.63692 
41 1.31906 1.22501 
42 0.497528 2.37506 
43 0.782299 1.92794 
44 0.849726 2.44527 
45 1.15774 1.6624 
46 1.36907 1.08289 
47 1.05569 1.20031 
48 0.81671 2.44647 
49 1.01746 2.12168 
50 1.02356 2.58195 
51 1.07735 1.43317 
52 0.59273 2.22428 
53 0.66785 2.27497 
54 1.26283 1.78675 
55 0.588284 2.05138 
56 0.562628 2.51557 
57 1.0952 1.30449 
58 1.2425 2.26485 
59 1.35899 1.94474 
60 0.828565 2.60251 
61 1.2334 1.3641 
62 1.31197 1.32534 
63 1.24261 1.82232 
64 1.43335 1.45368 
65 0.96982 2.47018 
66 1.28167 1.39169 
67 0.568349 2.88727 
68 1.36018 1.42203 
69 0.582365 2.33253 
70 1.42818 1.26403 
71 0.632425 2.75931 
72 1.02855 1.2945 
73 0.631022 2.58576 
74 1.65108 1.15107 
75 1.56474 1.59222 
76 0.72418 1.45888 
77 1.12554 2.0563 
78 0.709696 2.75517 
79 0.471055 2.43282 
80 0.964937 1.99742 
81 0.780673 2.16572 
82 0.924897 2.04258 
83 1.06642 2.4682 
84 1.23403 1.77522 
85 1.61988 1.26324 
86 0.98013 1.63341 
87 0.678817 2.24528 
88 1.28579 1.15954 
89 0.659952 2.32889 
90 1.09288 1.80732 
91 0.5422 2.39368 
92 0.615303 2.24284 
93 1.3077 1.43253 
94 1.77599 1.09545 
95 1.66687 1.59812 
96 1.34457 1.17868 
97 1.31454 1.92939 
98 1.15221 1.78079 
99 1.41133 1.55249 
100 0.842447 1.78903 
101 0.902349 1.92397 
102 0.60177 1.6703 
103 1.06651 2.45931 
104 0.448382 2.83463 
105 1.16531 1.15925 
106 1.22428 1.67064 
107 1.24832 1.99353 
108 1.25955 1.12287 
109 1.48626 1.44081 
110 1.05083 1.78747 
111 1.76885 1.15591 
112 1.60301 1.53939 
113 0.834825 2.59428 
114 1.48857 0.996895 
115 1.16524 1.47724 
116 0.700227 2.85786 
117 0.893222 2.60075 
118 1.44109 1.51671 
119 0.925539 1.25192 
120 0.721893 2.79571 
121 1.35974 1.34496 
122 1.17989 1.46692 
123 1.42695 1.08384 
124 1.19853 1.27582 
125 1.10558 1.88631 
126 0.932463 2.55989 
127 1.6574 1.06812 
128 0.660044 2.05094 
129 1.37323 2.13601 
130 0.845843 2.68988 
131 0.991789 1.70552 
132 0.50225 2.01331 
133 0.808671 2.03031 
134 1.31574 1.15862 
135 0.873664 1.34799 
136 0.513728 2.7158 
137 0.961543 1.38891 
138 1.42219 1.08261 
139 1.07271 2.00415 
140 1.66983 1.02982 
141 0.520758 2.81423 
142 1.75269 1.45492 
143 1.04662 1.75838 
144 0.750462 2.15581 
145 1.55194 1.73166 
146 0.800041 1.38236 
147 1.12337 1.61772 
148 1.28288 2.02426 
149 1.37405 1.19047 
150 1.54085 0.994458 
151 0.700517 1.85049 
152 1.17448 2.23562 
153 1.02904 1.92203 
154 1.24405 2.08157 
155 1.2405 1.60326 
156 1.28967 1.94444 
157 0.771058 1.71222 
158 1.32236 1.85512 
159 1.67646 1.51566 
160 1.07578 1.6084 
161 1.14008 1.72718 
162 0.685564 1.53746 
163 1.77761 1.51684 
164 0.797979 2.39132 
165 1.18334 1.96027 
166 1.6052 1.95888 
167 0.766385 2.31235 
168 1.58295 1.04654 
169 1.22219 2.07402 
170 0.760059 2.44353 
171 0.678003 2.23817 
172 1.27445 2.19085 
173 0.996385 1.70891 
174 1.78504 1.57173 
175 1.141 1.51109 
176 1.05269 1.46352 
177 1.25188 1.78148 
178 0.64167 2.67471 
179 1.1198 2.27429 
180 1.01893 1.87469 
181 1.24782 1.17557 
182 0.90809 2.2558 
183 1.16951 1.24168 
184 1.04735 1.52206 
185 0.882229 1.52407 
186 1.74422 1.08843 
187 0.883487 2.3146 
188 0.974072 2.44659 
189 0.409825 2.673 
190 1.05292 2.46611 
191 0.492508 2.20255 
192 0.402233 2.72209 
193 0.713015 2.52258 
194 1.44445 1.59431 
195 1.12367 1.41507 
196 1.02426 1.76065 
197 1.4971 1.80335 
198 1.07681 1.48095 
199 0.561502 2.96589 
200 0.872652 1.99894 
201 0.655814 2.50044 
202 1.25527 1.3934 
203 1.11812 1.83034 
204 0.876702 1.59771 
205 0.857526 2.17128 
206 1.35058 1.40286 
207 0.652035 2.52393 
208 0.9691 1.7569 
209 1.05372 2.38282 
210 1.10169 1.32887 
211 1.13276 1.88734 
212 0.729781 2.15714 
213 0.684304 1.78134 
214 0.59943 2.50443 
215 1.64651 1.6445 
216 0.793376 1.72426 
217 0.445921 2.6452 
218 1.1696 1.70509 
219 1.16053 2.24546 
220 1.22094 1.58431 
221 0.912425 1.61106 
222 0.698082 1.85818 
223 1.34179 1.51855 
224 1.21838 1.24516 
225 1.16267 2.15864 
226 0.854166 2.26585 
227 0.719725 2.21123 
228 1.26033 1.12192 
229 1.12253 2.07873 
230 1.38012 1.63545 
231 1.02597 2.54562 
232 1.14395 1.09402 
233 1.43954 2.06437 
234 1.26898 2.12397 
235 0.570935 2.52598 
236 0.538 2.21893 
237 0.500156 2.33685 
238 0.772309 2.3209 
239 0.697729 2.32468 
240 0.587633 2.2436 
241 1.08085 1.84489 
242 0.763376 1.90476 
243 0.588979 2.06017 
244 1.54495 1.0047 
245 1.11032 2.17798 
246 0.983073 1.1906 
247 0.569352 1.95663 
248 0.650747 1.63303 
249 1.14216 1.72821 
250 1.6402 1.05229 
251 1.38087 1.8001 
